#non-spin-polarized calculation
#bias =  0.000000 V    efermi =  -0.170716349139 H
#   E [Hartree]       E-EF [eV]       T(E) per spin
  -0.4000000000     -6.23912547      0.7407617817E-01
  -0.3999000000     -6.23640433      0.1024315739E+00
  -0.3998000000     -6.23368319      0.1516854085E+00
  -0.3997000000     -6.23096205      0.2292220272E+00
  -0.3996000000     -6.22824091      0.3389622490E+00
  -0.3995000000     -6.22551978      0.4755981179E+00
  -0.3994000000     -6.22279864      0.6217834626E+00
  -0.3993000000     -6.22007750      0.7543645463E+00
  -0.3992000000     -6.21735636      0.8564893314E+00
  -0.3991000000     -6.21463522      0.9241070260E+00
  -0.3990000000     -6.21191408      0.9628545415E+00
  -0.3989000000     -6.20919295      0.9816190319E+00
  -0.3988000000     -6.20647181      0.9883422401E+00
  -0.3987000000     -6.20375067      0.9887000232E+00
  -0.3986000000     -6.20102953      0.9862789535E+00
  -0.3985000000     -6.19830839      0.9831607776E+00
  -0.3984000000     -6.19558725      0.9804575925E+00
  -0.3983000000     -6.19286612      0.9786920621E+00
  -0.3982000000     -6.19014498      0.9780404773E+00
  -0.3981000000     -6.18742384      0.9784803338E+00
  -0.3980000000     -6.18470270      0.9798776281E+00
  -0.3979000000     -6.18198156      0.9820378816E+00
  -0.3978000000     -6.17926042      0.9847359262E+00
  -0.3977000000     -6.17653929      0.9877334936E+00
  -0.3976000000     -6.17381815      0.9907899352E+00
  -0.3975000000     -6.17109701      0.9936691669E+00
  -0.3974000000     -6.16837587      0.9961446063E+00
  -0.3973000000     -6.16565473      0.9980030776E+00
  -0.3972000000     -6.16293359      0.9990481842E+00
  -0.3971000000     -6.16021245      0.9991033617E+00
  -0.3970000000     -6.15749132      0.9980146486E+00
  -0.3969000000     -6.15477018      0.9956531150E+00
  -0.3968000000     -6.15204904      0.9919168366E+00
  -0.3967000000     -6.14932790      0.9867322890E+00
  -0.3966000000     -6.14660676      0.9800550500E+00
  -0.3965000000     -6.14388562      0.9718697330E+00
  -0.3964000000     -6.14116449      0.9621891155E+00
  -0.3963000000     -6.13844335      0.9510524846E+00
  -0.3962000000     -6.13572221      0.9385232674E+00
  -0.3961000000     -6.13300107      0.9246860631E+00
  -0.3960000000     -6.13027993      0.9096432243E+00
  -0.3959000000     -6.12755879      0.8935111568E+00
  -0.3958000000     -6.12483766      0.8764165118E+00
  -0.3957000000     -6.12211652      0.8584924360E+00
  -0.3956000000     -6.11939538      0.8398750249E+00
  -0.3955000000     -6.11667424      0.8207000975E+00
  -0.3954000000     -6.11395310      0.8011003773E+00
  -0.3953000000     -6.11123196      0.7812031313E+00
  -0.3952000000     -6.10851083      0.7611282895E+00
  -0.3951000000     -6.10578969      0.7409870371E+00
  -0.3950000000     -6.10306855      0.7208808531E+00
  -0.3949000000     -6.10034741      0.7009009512E+00
  -0.3948000000     -6.09762627      0.6811280714E+00
  -0.3947000000     -6.09490513      0.6616325630E+00
  -0.3946000000     -6.09218399      0.6424747021E+00
  -0.3945000000     -6.08946286      0.6237051881E+00
  -0.3944000000     -6.08674172      0.6053657671E+00
