#non-spin-polarized calculation
#bias =  0.000000 V    efermi =  -0.170358406079 H
#   E [Hartree]       E-EF [eV]       T(E) per spin
  -0.3660000000     -5.32367854      0.2456761984E+00
  -0.3659000000     -5.32095740      0.2490280775E+00
  -0.3658000000     -5.31823626      0.2522846711E+00
  -0.3657000000     -5.31551512      0.2554338730E+00
  -0.3656000000     -5.31279398      0.2584634500E+00
  -0.3655000000     -5.31007285      0.2613611369E+00
  -0.3654000000     -5.30735171      0.2641147386E+00
  -0.3653000000     -5.30463057      0.2667122395E+00
  -0.3652000000     -5.30190943      0.2691419184E+00
  -0.3651000000     -5.29918829      0.2713924665E+00
  -0.3650000000     -5.29646715      0.2734531074E+00
  -0.3649000000     -5.29374602      0.2753137166E+00
  -0.3648000000     -5.29102488      0.2769649382E+00
  -0.3647000000     -5.28830374      0.2783982969E+00
  -0.3646000000     -5.28558260      0.2796063022E+00
  -0.3645000000     -5.28286146      0.2805825429E+00
  -0.3644000000     -5.28014032      0.2813217696E+00
  -0.3643000000     -5.27741919      0.2818199636E+00
  -0.3642000000     -5.27469805      0.2820743900E+00
  -0.3641000000     -5.27197691      0.2820836336E+00
  -0.3640000000     -5.26925577      0.2818476177E+00
  -0.3639000000     -5.26653463      0.2813676042E+00
  -0.3638000000     -5.26381349      0.2806461756E+00
  -0.3637000000     -5.26109236      0.2796871987E+00
  -0.3636000000     -5.25837122      0.2784957728E+00
  -0.3635000000     -5.25565008      0.2770781604E+00
  -0.3634000000     -5.25292894      0.2754417058E+00
  -0.3633000000     -5.25020780      0.2735947410E+00
  -0.3632000000     -5.24748666      0.2715464814E+00
  -0.3631000000     -5.24476552      0.2693069148E+00
  -0.3630000000     -5.24204439      0.2668866855E+00
  -0.3629000000     -5.23932325      0.2642969745E+00
  -0.3628000000     -5.23660211      0.2615493808E+00
  -0.3627000000     -5.23388097      0.2586558032E+00
  -0.3626000000     -5.23115983      0.2556283261E+00
  -0.3625000000     -5.22843869      0.2524791109E+00
  -0.3624000000     -5.22571756      0.2492202936E+00
  -0.3623000000     -5.22299642      0.2458638906E+00
  -0.3622000000     -5.22027528      0.2424217128E+00
  -0.3621000000     -5.21755414      0.2389052893E+00
  -0.3620000000     -5.21483300      0.2353258007E+00
  -0.3619000000     -5.21211186      0.2316940216E+00
  -0.3618000000     -5.20939073      0.2280202738E+00
  -0.3617000000     -5.20666959      0.2243143873E+00
  -0.3616000000     -5.20394845      0.2205856711E+00
  -0.3615000000     -5.20122731      0.2168428921E+00
  -0.3614000000     -5.19850617      0.2130942617E+00
  -0.3613000000     -5.19578503      0.2093474290E+00
  -0.3612000000     -5.19306390      0.2056094803E+00
  -0.3611000000     -5.19034276      0.2018869447E+00
  -0.3610000000     -5.18762162      0.1981858031E+00
  -0.3609000000     -5.18490048      0.1945115027E+00
  -0.3608000000     -5.18217934      0.1908689734E+00
  -0.3607000000     -5.17945820      0.1872626482E+00
  -0.3606000000     -5.17673706      0.1836964847E+00
  -0.3605000000     -5.17401593      0.1801739883E+00
  -0.3604000000     -5.17129479      0.1766982374E+00
  -0.3603000000     -5.16857365      0.1732719077E+00
  -0.3602000000     -5.16585251      0.1698972981E+00
  -0.3601000000     -5.16313137      0.1665763562E+00
  -0.3600000000     -5.16041023      0.1633107030E+00
  -0.3599000000     -5.15768910      0.1601016580E+00
  -0.3598000000     -5.15496796      0.1569502623E+00
  -0.3597000000     -5.15224682      0.1538573027E+00
  -0.3596000000     -5.14952568      0.1508233328E+00
  -0.3595000000     -5.14680454      0.1478486948E+00
  -0.3594000000     -5.14408340      0.1449335389E+00
  -0.3593000000     -5.14136227      0.1420778425E+00
  -0.3592000000     -5.13864113      0.1392814280E+00
  -0.3591000000     -5.13591999      0.1365439792E+00
  -0.3590000000     -5.13319885      0.1338650565E+00
  -0.3589000000     -5.13047771      0.1312441120E+00
  -0.3588000000     -5.12775657      0.1286805023E+00
  -0.3587000000     -5.12503544      0.1261735008E+00
  -0.3586000000     -5.12231430      0.1237223094E+00
  -0.3585000000     -5.11959316      0.1213260684E+00
  -0.3584000000     -5.11687202      0.1189838666E+00
  -0.3583000000     -5.11415088      0.1166947494E+00
  -0.3582000000     -5.11142974      0.1144577273E+00
  -0.3581000000     -5.10870860      0.1122717825E+00
  -0.3580000000     -5.10598747      0.1101358761E+00
  -0.3579000000     -5.10326633      0.1080489533E+00
  -0.3578000000     -5.10054519      0.1060099491E+00
  -0.3577000000     -5.09782405      0.1040177931E+00
  -0.3576000000     -5.09510291      0.1020714136E+00
  -0.3575000000     -5.09238177      0.1001697414E+00
  -0.3574000000     -5.08966064      0.9831171319E-01
  -0.3573000000     -5.08693950      0.9649627479E-01
  -0.3572000000     -5.08421836      0.9472238351E-01
  -0.3571000000     -5.08149722      0.9298901062E-01
  -0.3570000000     -5.07877608      0.9129514337E-01
  -0.3569000000     -5.07605494      0.8963978674E-01
  -0.3568000000     -5.07333381      0.8802196499E-01
  -0.3567000000     -5.07061267      0.8644072300E-01
  -0.3566000000     -5.06789153      0.8489512730E-01
  -0.3565000000     -5.06517039      0.8338426707E-01
  -0.3564000000     -5.06244925      0.8190725489E-01
  -0.3563000000     -5.05972811      0.8046322734E-01
  -0.3562000000     -5.05700698      0.7905134549E-01
  -0.3561000000     -5.05428584      0.7767079528E-01
  -0.3560000000     -5.05156470      0.7632078775E-01
  -0.3559000000     -5.04884356      0.7500055922E-01
  -0.3558000000     -5.04612242      0.7370937131E-01
  -0.3557000000     -5.04340128      0.7244651099E-01
  -0.3556000000     -5.04068014      0.7121129042E-01
  -0.3555000000     -5.03795901      0.7000304684E-01
  -0.3554000000     -5.03523787      0.6882114234E-01
  -0.3553000000     -5.03251673      0.6766496356E-01
  -0.3552000000     -5.02979559      0.6653392142E-01
  -0.3551000000     -5.02707445      0.6542745070E-01
  -0.3550000000     -5.02435331      0.6434500966E-01
  -0.3549000000     -5.02163218      0.6328607958E-01
  -0.3548000000     -5.01891104      0.6225016429E-01
  -0.3547000000     -5.01618990      0.6123678962E-01
  -0.3546000000     -5.01346876      0.6024550290E-01
  -0.3545000000     -5.01074762      0.5927587238E-01
  -0.3544000000     -5.00802648      0.5832748661E-01
  -0.3543000000     -5.00530535      0.5739995387E-01
  -0.3542000000     -5.00258421      0.5649290148E-01
  -0.3541000000     -4.99986307      0.5560597520E-01
  -0.3540000000     -4.99714193      0.5473883856E-01
  -0.3539000000     -4.99442079      0.5389117214E-01
  -0.3538000000     -4.99169965      0.5306267295E-01
  -0.3537000000     -4.98897852      0.5225305367E-01
  -0.3536000000     -4.98625738      0.5146204199E-01
  -0.3535000000     -4.98353624      0.5068937990E-01
  -0.3534000000     -4.98081510      0.4993482295E-01
  -0.3533000000     -4.97809396      0.4919813961E-01
  -0.3532000000     -4.97537282      0.4847911051E-01
  -0.3531000000     -4.97265168      0.4777752775E-01
  -0.3530000000     -4.96993055      0.4709319426E-01
  -0.3529000000     -4.96720941      0.4642592306E-01
