#non-spin-polarized calculation
#bias =  0.000000 V    efermi =  -0.170464133960 H
#   E [Hartree]       E-EF [eV]       T(E) per spin
  -0.4000000000     -6.24598859      0.4224497526E+00
  -0.3999000000     -6.24326745      0.4342933152E+00
  -0.3998000000     -6.24054632      0.4456889923E+00
  -0.3997000000     -6.23782518      0.4564109061E+00
  -0.3996000000     -6.23510404      0.4661868264E+00
  -0.3995000000     -6.23238290      0.4746924885E+00
  -0.3994000000     -6.22966176      0.4815467932E+00
  -0.3993000000     -6.22694062      0.4863089613E+00
  -0.3992000000     -6.22421949      0.4884792361E+00
  -0.3991000000     -6.22149835      0.4875053844E+00
  -0.3990000000     -6.21877721      0.4827979829E+00
  -0.3989000000     -6.21605607      0.4737581643E+00
  -0.3988000000     -6.21333493      0.4598218328E+00
  -0.3987000000     -6.21061379      0.4405238299E+00
  -0.3986000000     -6.20789265      0.4155834060E+00
  -0.3985000000     -6.20517152      0.3850077893E+00
  -0.3984000000     -6.20245038      0.3492031337E+00
  -0.3983000000     -6.19972924      0.3090722734E+00
  -0.3982000000     -6.19700810      0.2660691858E+00
  -0.3981000000     -6.19428696      0.2221760380E+00
  -0.3980000000     -6.19156582      0.1797764769E+00
  -0.3979000000     -6.18884469      0.1414220691E+00
  -0.3978000000     -6.18612355      0.1095234565E+00
  -0.3977000000     -6.18340241      0.8603040077E-01
  -0.3976000000     -6.18068127      0.7217802253E-01
  -0.3975000000     -6.17796013      0.6836022661E-01
  -0.3974000000     -6.17523899      0.7415147064E-01
  -0.3973000000     -6.17251786      0.8845370929E-01
  -0.3972000000     -6.16979672      0.1097160733E+00
  -0.3971000000     -6.16707558      0.1361691320E+00
  -0.3970000000     -6.16435444      0.1660288939E+00
  -0.3969000000     -6.16163330      0.1976469102E+00
  -0.3968000000     -6.15891216      0.2296020565E+00
  -0.3967000000     -6.15619103      0.2607419121E+00
  -0.3966000000     -6.15346989      0.2901868870E+00
  -0.3965000000     -6.15074875      0.3173104583E+00
  -0.3964000000     -6.14802761      0.3417065332E+00
  -0.3963000000     -6.14530647      0.3631518663E+00
  -0.3962000000     -6.14258533      0.3815686305E+00
  -0.3961000000     -6.13986419      0.3969900521E+00
  -0.3960000000     -6.13714306      0.4095305019E+00
  -0.3959000000     -6.13442192      0.4193604723E+00
  -0.3958000000     -6.13170078      0.4266863016E+00
  -0.3957000000     -6.12897964      0.4317342124E+00
  -0.3956000000     -6.12625850      0.4347381017E+00
  -0.3955000000     -6.12353736      0.4359304878E+00
  -0.3954000000     -6.12081623      0.4355360486E+00
  -0.3953000000     -6.11809509      0.4337672361E+00
  -0.3952000000     -6.11537395      0.4308215205E+00
  -0.3951000000     -6.11265281      0.4268798837E+00
  -0.3950000000     -6.10993167      0.4221062477E+00
  -0.3949000000     -6.10721053      0.4166475819E+00
  -0.3948000000     -6.10448940      0.4106344857E+00
  -0.3947000000     -6.10176826      0.4041820867E+00
  -0.3946000000     -6.09904712      0.3973911320E+00
  -0.3945000000     -6.09632598      0.3903491806E+00
  -0.3944000000     -6.09360484      0.3831318299E+00
  -0.3943000000     -6.09088370      0.3758039277E+00
  -0.3942000000     -6.08816257      0.3684207373E+00
  -0.3941000000     -6.08544143      0.3610290348E+00
  -0.3940000000     -6.08272029      0.3536681253E+00
  -0.3939000000     -6.07999915      0.3463707739E+00
  -0.3938000000     -6.07727801      0.3391640472E+00
  -0.3937000000     -6.07455687      0.3320700703E+00
  -0.3936000000     -6.07183573      0.3251067010E+00
  -0.3935000000     -6.06911460      0.3182881275E+00
  -0.3934000000     -6.06639346      0.3116253952E+00
  -0.3933000000     -6.06367232      0.3051268687E+00
  -0.3932000000     -6.06095118      0.2987986365E+00
  -0.3931000000     -6.05823004      0.2926448625E+00
  -0.3930000000     -6.05550890      0.2866680918E+00
  -0.3929000000     -6.05278777      0.2808695151E+00
  -0.3928000000     -6.05006663      0.2752491969E+00
  -0.3927000000     -6.04734549      0.2698062725E+00
  -0.3926000000     -6.04462435      0.2645391166E+00
  -0.3925000000     -6.04190321      0.2594454877E+00
  -0.3924000000     -6.03918207      0.2545226525E+00
  -0.3923000000     -6.03646094      0.2497674905E+00
  -0.3922000000     -6.03373980      0.2451765843E+00
  -0.3921000000     -6.03101866      0.2407462954E+00
  -0.3920000000     -6.02829752      0.2364728283E+00
  -0.3919000000     -6.02557638      0.2323522849E+00
  -0.3918000000     -6.02285524      0.2283807103E+00
  -0.3917000000     -6.02013411      0.2245541302E+00
  -0.3916000000     -6.01741297      0.2208685835E+00
  -0.3915000000     -6.01469183      0.2173201478E+00
  -0.3914000000     -6.01197069      0.2139049618E+00
  -0.3913000000     -6.00924955      0.2106192425E+00
  -0.3912000000     -6.00652841      0.2074593003E+00
  -0.3911000000     -6.00380727      0.2044215500E+00
  -0.3910000000     -6.00108614      0.2015025204E+00
  -0.3909000000     -5.99836500      0.1986988619E+00
  -0.3908000000     -5.99564386      0.1960073514E+00
  -0.3907000000     -5.99292272      0.1934248976E+00
  -0.3906000000     -5.99020158      0.1909485435E+00
  -0.3905000000     -5.98748044      0.1885754690E+00
  -0.3904000000     -5.98475931      0.1863029924E+00
  -0.3903000000     -5.98203817      0.1841285718E+00
  -0.3902000000     -5.97931703      0.1820498052E+00
  -0.3901000000     -5.97659589      0.1800644314E+00
  -0.3900000000     -5.97387475      0.1781703299E+00
  -0.3899000000     -5.97115361      0.1763655211E+00
  -0.3898000000     -5.96843248      0.1746481664E+00
  -0.3897000000     -5.96571134      0.1730165684E+00
  -0.3896000000     -5.96299020      0.1714691712E+00
  -0.3895000000     -5.96026906      0.1700045608E+00
  -0.3894000000     -5.95754792      0.1686214663E+00
  -0.3893000000     -5.95482678      0.1673187607E+00
  -0.3892000000     -5.95210565      0.1660954624E+00
  -0.3891000000     -5.94938451      0.1649507377E+00
  -0.3890000000     -5.94666337      0.1638839024E+00
