#non-spin-polarized calculation
#bias =  0.000000 V    efermi =  -0.170474273968 H
#   E [Hartree]       E-EF [eV]       T(E) per spin
  -0.3880000000     -5.91917606      0.1430814653E+00
  -0.3879000000     -5.91645492      0.1427531513E+00
  -0.3878000000     -5.91373378      0.1425091650E+00
  -0.3877000000     -5.91101265      0.1423511746E+00
  -0.3876000000     -5.90829151      0.1422811545E+00
  -0.3875000000     -5.90557037      0.1423014092E+00
  -0.3874000000     -5.90284923      0.1424145992E+00
  -0.3873000000     -5.90012809      0.1426237714E+00
  -0.3872000000     -5.89740695      0.1429323922E+00
  -0.3871000000     -5.89468582      0.1433443859E+00
  -0.3870000000     -5.89196468      0.1438641768E+00
  -0.3869000000     -5.88924354      0.1444967368E+00
  -0.3868000000     -5.88652240      0.1452476384E+00
  -0.3867000000     -5.88380126      0.1461231144E+00
  -0.3866000000     -5.88108012      0.1471301226E+00
  -0.3865000000     -5.87835898      0.1482764185E+00
  -0.3864000000     -5.87563785      0.1495706344E+00
  -0.3863000000     -5.87291671      0.1510223643E+00
  -0.3862000000     -5.87019557      0.1526422554E+00
  -0.3861000000     -5.86747443      0.1544421030E+00
  -0.3860000000     -5.86475329      0.1564349463E+00
  -0.3859000000     -5.86203215      0.1586351605E+00
  -0.3858000000     -5.85931102      0.1610585367E+00
  -0.3857000000     -5.85658988      0.1637223383E+00
  -0.3856000000     -5.85386874      0.1666453139E+00
  -0.3855000000     -5.85114760      0.1698476401E+00
  -0.3854000000     -5.84842646      0.1733507515E+00
  -0.3853000000     -5.84570532      0.1771769965E+00
  -0.3852000000     -5.84298419      0.1813490286E+00
  -0.3851000000     -5.84026305      0.1858888004E+00
  -0.3850000000     -5.83754191      0.1908159693E+00
  -0.3849000000     -5.83482077      0.1961454454E+00
  -0.3848000000     -5.83209963      0.2018836966E+00
  -0.3847000000     -5.82937849      0.2080232945E+00
  -0.3846000000     -5.82665736      0.2145350151E+00
  -0.3845000000     -5.82393622      0.2213566585E+00
  -0.3844000000     -5.82121508      0.2283776831E+00
  -0.3843000000     -5.81849394      0.2354189458E+00
  -0.3842000000     -5.81577280      0.2422076297E+00
  -0.3841000000     -5.81305166      0.2483493629E+00
  -0.3840000000     -5.81033052      0.2533032829E+00
  -0.3839000000     -5.80760939      0.2563718248E+00
  -0.3838000000     -5.80488825      0.2567244157E+00
  -0.3837000000     -5.80216711      0.2534788688E+00
  -0.3836000000     -5.79944597      0.2458572698E+00
  -0.3835000000     -5.79672483      0.2334043320E+00
  -0.3834000000     -5.79400369      0.2162066546E+00
  -0.3833000000     -5.79128256      0.1950092913E+00
  -0.3832000000     -5.78856142      0.1711397524E+00
  -0.3831000000     -5.78584028      0.1462382780E+00
  -0.3830000000     -5.78311914      0.1219024937E+00
  -0.3829000000     -5.78039800      0.9939502667E-01
  -0.3828000000     -5.77767686      0.7950624453E-01
  -0.3827000000     -5.77495573      0.6257006170E-01
