#non-spin-polarized calculation
#bias =  0.000000 V    efermi =  -0.170382686438 H
#   E [Hartree]       E-EF [eV]       T(E) per spin
  -0.3904000000     -5.98697561      0.2853457185E+00
  -0.3903000000     -5.98425447      0.2793645865E+00
  -0.3902000000     -5.98153333      0.2736179780E+00
  -0.3901000000     -5.97881219      0.2681030821E+00
  -0.3900000000     -5.97609105      0.2628164844E+00
  -0.3899000000     -5.97336991      0.2577543214E+00
  -0.3898000000     -5.97064878      0.2529124144E+00
  -0.3897000000     -5.96792764      0.2482863828E+00
  -0.3896000000     -5.96520650      0.2438717423E+00
  -0.3895000000     -5.96248536      0.2396639880E+00
  -0.3894000000     -5.95976422      0.2356586666E+00
  -0.3893000000     -5.95704308      0.2318514373E+00
  -0.3892000000     -5.95432195      0.2282381255E+00
  -0.3891000000     -5.95160081      0.2248147694E+00
  -0.3890000000     -5.94887967      0.2215776602E+00
  -0.3889000000     -5.94615853      0.2185233799E+00
  -0.3888000000     -5.94343739      0.2156488343E+00
  -0.3887000000     -5.94071625      0.2129512847E+00
  -0.3886000000     -5.93799511      0.2104283782E+00
  -0.3885000000     -5.93527398      0.2080781784E+00
  -0.3884000000     -5.93255284      0.2058991951E+00
  -0.3883000000     -5.92983170      0.2038904172E+00
  -0.3882000000     -5.92711056      0.2020513468E+00
  -0.3881000000     -5.92438942      0.2003820359E+00
  -0.3880000000     -5.92166828      0.1988831285E+00
  -0.3879000000     -5.91894715      0.1975559055E+00
  -0.3878000000     -5.91622601      0.1964023368E+00
  -0.3877000000     -5.91350487      0.1954251393E+00
  -0.3876000000     -5.91078373      0.1946278424E+00
  -0.3875000000     -5.90806259      0.1940148628E+00
  -0.3874000000     -5.90534145      0.1935915881E+00
  -0.3873000000     -5.90262032      0.1933644715E+00
  -0.3872000000     -5.89989918      0.1933411383E+00
  -0.3871000000     -5.89717804      0.1935305039E+00
  -0.3870000000     -5.89445690      0.1939429033E+00
  -0.3869000000     -5.89173576      0.1945902320E+00
  -0.3868000000     -5.88901462      0.1954860945E+00
  -0.3867000000     -5.88629349      0.1966459543E+00
  -0.3866000000     -5.88357235      0.1980872774E+00
  -0.3865000000     -5.88085121      0.1998296500E+00
  -0.3864000000     -5.87813007      0.2018948447E+00
  -0.3863000000     -5.87540893      0.2043067895E+00
  -0.3862000000     -5.87268779      0.2070913692E+00
  -0.3861000000     -5.86996665      0.2102759477E+00
  -0.3860000000     -5.86724552      0.2138884373E+00
  -0.3859000000     -5.86452438      0.2179556437E+00
  -0.3858000000     -5.86180324      0.2225004706E+00
  -0.3857000000     -5.85908210      0.2275373480E+00
  -0.3856000000     -5.85636096      0.2330649285E+00
  -0.3855000000     -5.85363982      0.2390546571E+00
  -0.3854000000     -5.85091869      0.2454332574E+00
  -0.3853000000     -5.84819755      0.2520566029E+00
  -0.3852000000     -5.84547641      0.2586721991E+00
  -0.3851000000     -5.84275527      0.2648684806E+00
  -0.3850000000     -5.84003413      0.2700132192E+00
  -0.3849000000     -5.83731299      0.2731937740E+00
  -0.3848000000     -5.83459186      0.2731922753E+00
  -0.3847000000     -5.83187072      0.2685577856E+00
  -0.3846000000     -5.82914958      0.2578560169E+00
  -0.3845000000     -5.82642844      0.2401364952E+00
  -0.3844000000     -5.82370730      0.2155054467E+00
  -0.3843000000     -5.82098616      0.1854827710E+00
  -0.3842000000     -5.81826503      0.1527897876E+00
  -0.3841000000     -5.81554389      0.1205543391E+00
  -0.3840000000     -5.81282275      0.9137986816E-01
  -0.3839000000     -5.81010161      0.6679771870E-01
  -0.3838000000     -5.80738047      0.4725660942E-01
  -0.3837000000     -5.80465933      0.3244363272E-01
  -0.3836000000     -5.80193819      0.2166196160E-01
  -0.3835000000     -5.79921706      0.1411209558E-01
  -0.3834000000     -5.79649592      0.9049098374E-02
  -0.3833000000     -5.79377478      0.5846981828E-02
  -0.3832000000     -5.79105364      0.4009816161E-02
  -0.3831000000     -5.78833250      0.3158432409E-02
  -0.3830000000     -5.78561136      0.3009230747E-02
  -0.3829000000     -5.78289023      0.3352988333E-02
  -0.3828000000     -5.78016909      0.4036703503E-02
  -0.3827000000     -5.77744795      0.4949152723E-02
  -0.3826000000     -5.77472681      0.6009855271E-02
  -0.3825000000     -5.77200567      0.7160832876E-02
  -0.3824000000     -5.76928453      0.8360535791E-02
  -0.3823000000     -5.76656340      0.9579396668E-02
  -0.3822000000     -5.76384226      0.1079658619E-01
  -0.3821000000     -5.76112112      0.1199764744E-01
  -0.3820000000     -5.75839998      0.1317276975E-01
  -0.3819000000     -5.75567884      0.1431552715E-01
  -0.3818000000     -5.75295770      0.1542195459E-01
  -0.3817000000     -5.75023657      0.1648987001E-01
  -0.3816000000     -5.74751543      0.1751837588E-01
  -0.3815000000     -5.74479429      0.1850749218E-01
  -0.3814000000     -5.74207315      0.1945788584E-01
  -0.3813000000     -5.73935201      0.2037067119E-01
  -0.3812000000     -5.73663087      0.2124726300E-01
  -0.3811000000     -5.73390973      0.2208926840E-01
  -0.3810000000     -5.73118860      0.2289840767E-01
  -0.3809000000     -5.72846746      0.2367645656E-01
  -0.3808000000     -5.72574632      0.2442520464E-01
  -0.3807000000     -5.72302518      0.2514642552E-01
  -0.3806000000     -5.72030404      0.2584185608E-01
  -0.3805000000     -5.71758290      0.2651318223E-01
  -0.3804000000     -5.71486177      0.2716202974E-01
  -0.3803000000     -5.71214063      0.2778995855E-01
  -0.3802000000     -5.70941949      0.2839845988E-01
  -0.3801000000     -5.70669835      0.2898895531E-01
  -0.3800000000     -5.70397721      0.2956279722E-01
  -0.3799000000     -5.70125607      0.3012127023E-01
  -0.3798000000     -5.69853494      0.3066559344E-01
  -0.3797000000     -5.69581380      0.3119692303E-01
  -0.3796000000     -5.69309266      0.3171635519E-01
  -0.3795000000     -5.69037152      0.3222492922E-01
  -0.3794000000     -5.68765038      0.3272363074E-01
  -0.3793000000     -5.68492924      0.3321339480E-01
  -0.3792000000     -5.68220811      0.3369510907E-01
  -0.3791000000     -5.67948697      0.3416961686E-01
  -0.3790000000     -5.67676583      0.3463772004E-01
  -0.3789000000     -5.67404469      0.3510018193E-01
  -0.3788000000     -5.67132355      0.3555772992E-01
  -0.3787000000     -5.66860241      0.3601105807E-01
  -0.3786000000     -5.66588127      0.3646082954E-01
  -0.3785000000     -5.66316014      0.3690767887E-01
  -0.3784000000     -5.66043900      0.3735221418E-01
  -0.3783000000     -5.65771786      0.3779501917E-01
  -0.3782000000     -5.65499672      0.3823665506E-01
  -0.3781000000     -5.65227558      0.3867766246E-01
  -0.3780000000     -5.64955444      0.3911856297E-01
  -0.3779000000     -5.64683331      0.3955986091E-01
  -0.3778000000     -5.64411217      0.4000204472E-01
  -0.3777000000     -5.64139103      0.4044558850E-01
  -0.3776000000     -5.63866989      0.4089095326E-01
  -0.3775000000     -5.63594875      0.4133858826E-01
  -0.3774000000     -5.63322761      0.4178893218E-01
  -0.3773000000     -5.63050648      0.4224241427E-01
  -0.3772000000     -5.62778534      0.4269945542E-01
  -0.3771000000     -5.62506420      0.4316046920E-01
  -0.3770000000     -5.62234306      0.4362586282E-01
  -0.3769000000     -5.61962192      0.4409603804E-01
  -0.3768000000     -5.61690078      0.4457139210E-01
  -0.3767000000     -5.61417965      0.4505231854E-01
  -0.3766000000     -5.61145851      0.4553920797E-01
  -0.3765000000     -5.60873737      0.4603244894E-01
  -0.3764000000     -5.60601623      0.4653242859E-01
  -0.3763000000     -5.60329509      0.4703953345E-01
  -0.3762000000     -5.60057395      0.4755415006E-01
  -0.3761000000     -5.59785281      0.4807666573E-01
  -0.3760000000     -5.59513168      0.4860746913E-01
  -0.3759000000     -5.59241054      0.4914695095E-01
  -0.3758000000     -5.58968940      0.4969550452E-01
  -0.3757000000     -5.58696826      0.5025352643E-01
  -0.3756000000     -5.58424712      0.5082141711E-01
  -0.3755000000     -5.58152598      0.5139958141E-01
  -0.3754000000     -5.57880485      0.5198842920E-01
  -0.3753000000     -5.57608371      0.5258837593E-01
  -0.3752000000     -5.57336257      0.5319984317E-01
  -0.3751000000     -5.57064143      0.5382325918E-01
  -0.3750000000     -5.56792029      0.5445905947E-01
  -0.3749000000     -5.56519915      0.5510768733E-01
  -0.3748000000     -5.56247802      0.5576959437E-01
  -0.3747000000     -5.55975688      0.5644524109E-01
  -0.3746000000     -5.55703574      0.5713509736E-01
  -0.3745000000     -5.55431460      0.5783964301E-01
  -0.3744000000     -5.55159346      0.5855936836E-01
  -0.3743000000     -5.54887232      0.5929477470E-01
  -0.3742000000     -5.54615119      0.6004637489E-01
  -0.3741000000     -5.54343005      0.6081469385E-01
  -0.3740000000     -5.54070891      0.6160026908E-01
  -0.3739000000     -5.53798777      0.6240365121E-01
  -0.3738000000     -5.53526663      0.6322540453E-01
  -0.3737000000     -5.53254549      0.6406610748E-01
  -0.3736000000     -5.52982435      0.6492635318E-01
  -0.3735000000     -5.52710322      0.6580674993E-01
  -0.3734000000     -5.52438208      0.6670792175E-01
  -0.3733000000     -5.52166094      0.6763050882E-01
  -0.3732000000     -5.51893980      0.6857516798E-01
  -0.3731000000     -5.51621866      0.6954257324E-01
  -0.3730000000     -5.51349752      0.7053341617E-01
  -0.3729000000     -5.51077639      0.7154840637E-01
  -0.3728000000     -5.50805525      0.7258827189E-01
  -0.3727000000     -5.50533411      0.7365375959E-01
  -0.3726000000     -5.50261297      0.7474563551E-01
  -0.3725000000     -5.49989183      0.7586468522E-01
  -0.3724000000     -5.49717069      0.7701171403E-01
  -0.3723000000     -5.49444956      0.7818754729E-01
  -0.3722000000     -5.49172842      0.7939303053E-01
  -0.3721000000     -5.48900728      0.8062902959E-01
  -0.3720000000     -5.48628614      0.8189643068E-01
  -0.3719000000     -5.48356500      0.8319614032E-01
  -0.3718000000     -5.48084386      0.8452908523E-01
  -0.3717000000     -5.47812273      0.8589621212E-01
  -0.3716000000     -5.47540159      0.8729848732E-01
  -0.3715000000     -5.47268045      0.8873689636E-01
  -0.3714000000     -5.46995931      0.9021244332E-01
  -0.3713000000     -5.46723817      0.9172615006E-01
  -0.3712000000     -5.46451703      0.9327905533E-01
  -0.3711000000     -5.46179589      0.9487221353E-01
  -0.3710000000     -5.45907476      0.9650669344E-01
  -0.3709000000     -5.45635362      0.9818357654E-01
  -0.3708000000     -5.45363248      0.9990395516E-01
  -0.3707000000     -5.45091134      0.1016689303E+00
  -0.3706000000     -5.44819020      0.1034796091E+00
  -0.3705000000     -5.44546906      0.1053371021E+00
  -0.3704000000     -5.44274793      0.1072425198E+00
  -0.3703000000     -5.44002679      0.1091969690E+00
  -0.3702000000     -5.43730565      0.1112015487E+00
  -0.3701000000     -5.43458451      0.1132573457E+00
  -0.3700000000     -5.43186337      0.1153654286E+00
  -0.3699000000     -5.42914223      0.1175268428E+00
  -0.3698000000     -5.42642110      0.1197426036E+00
  -0.3697000000     -5.42369996      0.1220136890E+00
  -0.3696000000     -5.42097882      0.1243410320E+00
  -0.3695000000     -5.41825768      0.1267255115E+00
  -0.3694000000     -5.41553654      0.1291679430E+00
  -0.3693000000     -5.41281540      0.1316690678E+00
  -0.3692000000     -5.41009427      0.1342295420E+00
  -0.3691000000     -5.40737313      0.1368499232E+00
  -0.3690000000     -5.40465199      0.1395306578E+00
  -0.3689000000     -5.40193085      0.1422720658E+00
  -0.3688000000     -5.39920971      0.1450743250E+00
  -0.3687000000     -5.39648857      0.1479374543E+00
  -0.3686000000     -5.39376743      0.1508612954E+00
  -0.3685000000     -5.39104630      0.1538454933E+00
  -0.3684000000     -5.38832516      0.1568894764E+00
  -0.3683000000     -5.38560402      0.1599924339E+00
  -0.3682000000     -5.38288288      0.1631532940E+00
  -0.3681000000     -5.38016174      0.1663706998E+00
  -0.3680000000     -5.37744060      0.1696429849E+00
  -0.3679000000     -5.37471947      0.1729681477E+00
  -0.3678000000     -5.37199833      0.1763438263E+00
  -0.3677000000     -5.36927719      0.1797672719E+00
  -0.3676000000     -5.36655605      0.1832353227E+00
  -0.3675000000     -5.36383491      0.1867443785E+00
  -0.3674000000     -5.36111377      0.1902903752E+00
  -0.3673000000     -5.35839264      0.1938687612E+00
  -0.3672000000     -5.35567150      0.1974744755E+00
  -0.3671000000     -5.35295036      0.2011019269E+00
  -0.3670000000     -5.35022922      0.2047449779E+00
  -0.3669000000     -5.34750808      0.2083969306E+00
  -0.3668000000     -5.34478694      0.2120505174E+00
  -0.3667000000     -5.34206581      0.2156978973E+00
  -0.3666000000     -5.33934467      0.2193306569E+00
  -0.3665000000     -5.33662353      0.2229398189E+00
  -0.3664000000     -5.33390239      0.2265158573E+00
  -0.3663000000     -5.33118125      0.2300487210E+00
  -0.3662000000     -5.32846011      0.2335278662E+00
  -0.3661000000     -5.32573897      0.2369422976E+00
  -0.3660000000     -5.32301784      0.2402806200E+00
  -0.3659000000     -5.32029670      0.2435310990E+00
  -0.3658000000     -5.31757556      0.2466817323E+00
  -0.3657000000     -5.31485442      0.2497203311E+00
  -0.3656000000     -5.31213328      0.2526346101E+00
  -0.3655000000     -5.30941214      0.2554122867E+00
  -0.3654000000     -5.30669101      0.2580411885E+00
  -0.3653000000     -5.30396987      0.2605093664E+00
  -0.3652000000     -5.30124873      0.2628052132E+00
  -0.3651000000     -5.29852759      0.2649175850E+00
  -0.3650000000     -5.29580645      0.2668359237E+00
  -0.3649000000     -5.29308531      0.2685503784E+00
  -0.3648000000     -5.29036418      0.2700519232E+00
  -0.3647000000     -5.28764304      0.2713324681E+00
  -0.3646000000     -5.28492190      0.2723849625E+00
  -0.3645000000     -5.28220076      0.2732034870E+00
  -0.3644000000     -5.27947962      0.2737833320E+00
  -0.3643000000     -5.27675848      0.2741210618E+00
  -0.3642000000     -5.27403735      0.2742145615E+00
  -0.3641000000     -5.27131621      0.2740630660E+00
  -0.3640000000     -5.26859507      0.2736671713E+00
  -0.3639000000     -5.26587393      0.2730288255E+00
  -0.3638000000     -5.26315279      0.2721513024E+00
  -0.3637000000     -5.26043165      0.2710391562E+00
  -0.3636000000     -5.25771051      0.2696981601E+00
  -0.3635000000     -5.25498938      0.2681352288E+00
  -0.3634000000     -5.25226824      0.2663583285E+00
  -0.3633000000     -5.24954710      0.2643763748E+00
  -0.3632000000     -5.24682596      0.2621991222E+00
  -0.3631000000     -5.24410482      0.2598370471E+00
  -0.3630000000     -5.24138368      0.2573012266E+00
  -0.3629000000     -5.23866255      0.2546032162E+00
  -0.3628000000     -5.23594141      0.2517549274E+00
  -0.3627000000     -5.23322027      0.2487685091E+00
  -0.3626000000     -5.23049913      0.2456562330E+00
  -0.3625000000     -5.22777799      0.2424303860E+00
  -0.3624000000     -5.22505685      0.2391031694E+00
  -0.3623000000     -5.22233572      0.2356866073E+00
  -0.3622000000     -5.21961458      0.2321924647E+00
  -0.3621000000     -5.21689344      0.2286321744E+00
  -0.3620000000     -5.21417230      0.2250167750E+00
  -0.3619000000     -5.21145116      0.2213568585E+00
  -0.3618000000     -5.20873002      0.2176625272E+00
  -0.3617000000     -5.20600889      0.2139433609E+00
  -0.3616000000     -5.20328775      0.2102083920E+00
  -0.3615000000     -5.20056661      0.2064660896E+00
  -0.3614000000     -5.19784547      0.2027243497E+00
  -0.3613000000     -5.19512433      0.1989904942E+00
  -0.3612000000     -5.19240319      0.1952712734E+00
  -0.3611000000     -5.18968205      0.1915728756E+00
  -0.3610000000     -5.18696092      0.1879009399E+00
  -0.3609000000     -5.18423978      0.1842605731E+00
  -0.3608000000     -5.18151864      0.1806563695E+00
  -0.3607000000     -5.17879750      0.1770924331E+00
  -0.3606000000     -5.17607636      0.1735724010E+00
  -0.3605000000     -5.17335522      0.1700994691E+00
  -0.3604000000     -5.17063409      0.1666764176E+00
  -0.3603000000     -5.16791295      0.1633056373E+00
  -0.3602000000     -5.16519181      0.1599891558E+00
  -0.3601000000     -5.16247067      0.1567286639E+00
  -0.3600000000     -5.15974953      0.1535255404E+00
  -0.3599000000     -5.15702839      0.1503808776E+00
  -0.3598000000     -5.15430726      0.1472955049E+00
  -0.3597000000     -5.15158612      0.1442700121E+00
  -0.3596000000     -5.14886498      0.1413047706E+00
  -0.3595000000     -5.14614384      0.1383999550E+00
  -0.3594000000     -5.14342270      0.1355555624E+00
  -0.3593000000     -5.14070156      0.1327714307E+00
  -0.3592000000     -5.13798043      0.1300472558E+00
  -0.3591000000     -5.13525929      0.1273826081E+00
  -0.3590000000     -5.13253815      0.1247769470E+00
  -0.3589000000     -5.12981701      0.1222296351E+00
  -0.3588000000     -5.12709587      0.1197399505E+00
  -0.3587000000     -5.12437473      0.1173070990E+00
  -0.3586000000     -5.12165359      0.1149302244E+00
  -0.3585000000     -5.11893246      0.1126084190E+00
  -0.3584000000     -5.11621132      0.1103407316E+00
  -0.3583000000     -5.11349018      0.1081261768E+00
  -0.3582000000     -5.11076904      0.1059637413E+00
  -0.3581000000     -5.10804790      0.1038523914E+00
  -0.3580000000     -5.10532676      0.1017910785E+00
  -0.3579000000     -5.10260563      0.9977874481E-01
  -0.3578000000     -5.09988449      0.9781432806E-01
  -0.3577000000     -5.09716335      0.9589676582E-01
  -0.3576000000     -5.09444221      0.9402499936E-01
  -0.3575000000     -5.09172107      0.9219797707E-01
  -0.3574000000     -5.08899993      0.9041465740E-01
  -0.3573000000     -5.08627880      0.8867401156E-01
  -0.3572000000     -5.08355766      0.8697502574E-01
  -0.3571000000     -5.08083652      0.8531670312E-01
  -0.3570000000     -5.07811538      0.8369806559E-01
  -0.3569000000     -5.07539424      0.8211815517E-01
  -0.3568000000     -5.07267310      0.8057603523E-01
  -0.3567000000     -5.06995197      0.7907079153E-01
  -0.3566000000     -5.06723083      0.7760153299E-01
  -0.3565000000     -5.06450969      0.7616739238E-01
  -0.3564000000     -5.06178855      0.7476752677E-01
  -0.3563000000     -5.05906741      0.7340111791E-01
  -0.3562000000     -5.05634627      0.7206737246E-01
  -0.3561000000     -5.05362513      0.7076552206E-01
  -0.3560000000     -5.05090400      0.6949482338E-01
  -0.3559000000     -5.04818286      0.6825455798E-01
  -0.3558000000     -5.04546172      0.6704403221E-01
  -0.3557000000     -5.04274058      0.6586257691E-01
  -0.3556000000     -5.04001944      0.6470954709E-01
  -0.3555000000     -5.03729830      0.6358432162E-01
  -0.3554000000     -5.03457717      0.6248630273E-01
  -0.3553000000     -5.03185603      0.6141491558E-01
  -0.3552000000     -5.02913489      0.6036960773E-01
  -0.3551000000     -5.02641375      0.5934984856E-01
  -0.3550000000     -5.02369261      0.5835512872E-01
  -0.3549000000     -5.02097147      0.5738495949E-01
  -0.3548000000     -5.01825034      0.5643887215E-01
  -0.3547000000     -5.01552920      0.5551641730E-01
  -0.3546000000     -5.01280806      0.5461716417E-01
  -0.3545000000     -5.01008692      0.5374069997E-01
  -0.3544000000     -5.00736578      0.5288662915E-01
  -0.3543000000     -5.00464464      0.5205457268E-01
  -0.3542000000     -5.00192351      0.5124416735E-01
  -0.3541000000     -4.99920237      0.5045506506E-01
  -0.3540000000     -4.99648123      0.4968693208E-01
  -0.3539000000     -4.99376009      0.4893944835E-01
  -0.3538000000     -4.99103895      0.4821230675E-01
  -0.3537000000     -4.98831781      0.4750521245E-01
  -0.3536000000     -4.98559667      0.4681788216E-01
  -0.3535000000     -4.98287554      0.4615004353E-01
  -0.3534000000     -4.98015440      0.4550143441E-01
  -0.3533000000     -4.97743326      0.4487180231E-01
  -0.3532000000     -4.97471212      0.4426090371E-01
  -0.3531000000     -4.97199098      0.4366850347E-01
  -0.3530000000     -4.96926984      0.4309437433E-01
  -0.3529000000     -4.96654871      0.4253829629E-01
  -0.3528000000     -4.96382757      0.4200005613E-01
  -0.3527000000     -4.96110643      0.4147944694E-01
  -0.3526000000     -4.95838529      0.4097626763E-01
  -0.3525000000     -4.95566415      0.4049032255E-01
  -0.3524000000     -4.95294301      0.4002142108E-01
  -0.3523000000     -4.95022188      0.3956937726E-01
  -0.3522000000     -4.94750074      0.3913400951E-01
  -0.3521000000     -4.94477960      0.3871514029E-01
  -0.3520000000     -4.94205846      0.3831259590E-01
  -0.3519000000     -4.93933732      0.3792620624E-01
  -0.3518000000     -4.93661618      0.3755580461E-01
  -0.3517000000     -4.93389505      0.3720122759E-01
  -0.3516000000     -4.93117391      0.3686231493E-01
  -0.3515000000     -4.92845277      0.3653890941E-01
  -0.3514000000     -4.92573163      0.3623085686E-01
  -0.3513000000     -4.92301049      0.3593800610E-01
  -0.3512000000     -4.92028935      0.3566020896E-01
  -0.3511000000     -4.91756821      0.3539732031E-01
  -0.3510000000     -4.91484708      0.3514919814E-01
  -0.3509000000     -4.91212594      0.3491570365E-01
  -0.3508000000     -4.90940480      0.3469670134E-01
  -0.3507000000     -4.90668366      0.3449205918E-01
  -0.3506000000     -4.90396252      0.3430164877E-01
  -0.3505000000     -4.90124138      0.3412534549E-01
  -0.3504000000     -4.89852025      0.3396302874E-01
  -0.3503000000     -4.89579911      0.3381458210E-01
  -0.3502000000     -4.89307797      0.3367989363E-01
  -0.3501000000     -4.89035683      0.3355885606E-01
  -0.3500000000     -4.88763569      0.3345136708E-01
  -0.3499000000     -4.88491455      0.3335732959E-01
  -0.3498000000     -4.88219342      0.3327665200E-01
  -0.3497000000     -4.87947228      0.3320924849E-01
  -0.3496000000     -4.87675114      0.3315503933E-01
  -0.3495000000     -4.87403000      0.3311395119E-01
  -0.3494000000     -4.87130886      0.3308591743E-01
  -0.3493000000     -4.86858772      0.3307087842E-01
  -0.3492000000     -4.86586659      0.3306878188E-01
  -0.3491000000     -4.86314545      0.3307958319E-01
  -0.3490000000     -4.86042431      0.3310324574E-01
  -0.3489000000     -4.85770317      0.3313974121E-01
  -0.3488000000     -4.85498203      0.3318905000E-01
  -0.3487000000     -4.85226089      0.3325116149E-01
  -0.3486000000     -4.84953975      0.3332607443E-01
  -0.3485000000     -4.84681862      0.3341379729E-01
  -0.3484000000     -4.84409748      0.3351434860E-01
  -0.3483000000     -4.84137634      0.3362775732E-01
  -0.3482000000     -4.83865520      0.3375406321E-01
  -0.3481000000     -4.83593406      0.3389331720E-01
  -0.3480000000     -4.83321292      0.3404558178E-01
  -0.3479000000     -4.83049179      0.3421093138E-01
  -0.3478000000     -4.82777065      0.3438945274E-01
  -0.3477000000     -4.82504951      0.3458124537E-01
  -0.3476000000     -4.82232837      0.3478642195E-01
  -0.3475000000     -4.81960723      0.3500510872E-01
  -0.3474000000     -4.81688609      0.3523744598E-01
  -0.3473000000     -4.81416496      0.3548358851E-01
  -0.3472000000     -4.81144382      0.3574370605E-01
  -0.3471000000     -4.80872268      0.3601798379E-01
  -0.3470000000     -4.80600154      0.3630662290E-01
  -0.3469000000     -4.80328040      0.3660984100E-01
  -0.3468000000     -4.80055926      0.3692787280E-01
